review,label
曾经那么坚信的，那么执著的，一直相信着的，其实什么都没有，什么都不是。,5
#NAME?,5
却还一直傻傻的期待，到失望，再期待，再失望。,5
在副驾驶的导游屎了 就屎了她一个 25岁 杯具,5
[礼物][礼物][礼物]可是事情发生的怎么也开心不起来，让过去的过去的。,5
任凭思绪在梦，苦，幽，痛的浪峰里跌落与升腾……,5
窗外的城市，是因为一个人而存在的城市，遥远，陌生。,5
随光影而望去，一种无色透明的蓝色，占领了全部的视觉记忆……,5
在音乐的搀扶下，往事前尘缓缓地走来……,5
还是，其实我一直是局外人。,5
只是自认为我了解你，自认为你对我如同我对你一样。,5
呵。,5
老弟啊，送你去躺广州真不容易啊，现在还在东莞吃饭[泪]我明天一早还要去学习[衰],5
怀着无比沉痛和极其悲伤的心情告诉大家一个坏消息：中国半导体行业协会的理事长 中芯国际的董事长 江上舟先生不幸与昨天去世,5
他的逝世是国家科技界重大的损失,5
沉痛悼念江先生,5
等还是改，纠结啊！,5
[失望],5
琴声响起，她已泪如雨下。,5
药家鑫死了，天空依然湛蓝，一个案件结束了，法院依然卷宗如山，这件事，有胜利者吗？,5
同样破碎的两个家庭，都怎样面对未来的日子？！,5
都安息吧，愿灵魂在天堂澡雪,5
殺青快6個月我還沒出來...,5
我发现我可真是赚到了，才活了不过20几年，碰上了50年一遇的旱灾，100年一遇的洪水，60年一遇的大雪，300年一遇的泥石流，500年一遇的地震，600年一遇的海啸.....,5
人家轮回转世好几趟都碰不全呀！!,5
上火上火.,5
我想吃的肉也没慢慢品尝[委屈][委屈][委屈]还扁桃体也犯啦！！！,5
悲催的旅行，本应该在飞往成都的飞机上，可我们的飞机到现在还没从成都起飞呢。,5
反正我一个都没思路····语文功底退化到了极限！！！！,5
[衰],5
"我已经习惯一个人了,我已经习惯一个人吃飯,我已经习惯一个人看电影,我已经习惯一个人行街,我已经习惯一个人上班,我已经习惯一个人下班,我已经习惯我的右手沒有你的左手,我已经习惯没有你每天在身旁抱著我說:""宝贝,起床了！",5
"""我已经习惯了沒有你每晚在临睡前对我說:""亲爱的,晚安！""",5
这是个命中注定要走向绝望的孩子，童年时父亲很暴力，14岁父母离异，为了生存被迫去饭馆里端盘子，曾被老板粗暴羞辱。,5
18岁，患上强直性脊柱炎，一种无法治愈，随时可能瘫痪的恐怖之病…,5
"也许无论多大了，心里的自己都像这个傻傻的无忧无虑的,不知道忧愁为何物的小女孩...",5
只是，她的生命很短暂的...,5
电影《当爱来的时候》，不完整的家庭，没人关心，偏执，早恋，叛逆，怀孕，被抛弃，亲人离世，....,5
喜欢阳光的单薄的16岁的女生，只能坚强的独自面对一切，,5
她喜欢被关心被包围的感觉，唯一一次却只是在分娩的剧痛中。,5
爱吧，爱就爱了，不要把仇恨嫁接给爱你的亲人，不要让爱你的人这么难过。。,5
完全没办法一觉睡到大天亮=。。,5
一直凌晨2点左右就醒过来了，不管头一天多累，要崩溃了，求好睡秘方！,5
泪奔TAT,5
只是，我想你们。,5
小怜今天一天都是这样的眼神，一直不吃东西，整整快一天了，刚才才开始狼吞虎咽。,5
可怜的孩子接受领养和认养,5
为什么我总是被伤害？,5
说起这个真的怀念跳舞了 想念着舞台,5
这动图的前一秒 其实是曺圭贤把曺振浩拉过来的 哎买哎买哎买 jino啊jino 你快高长大出道神马的 从冬天等到夏天了 我都等得发如雪了[淚] [淚] 这么多新团鸭梨比山大有木有！！！,5
如果我想你了，我会掏出手机，看看有没有你的短信；如果我想你了，我会用拇指在手机上飞速的打下一连串问候，最后却没有按下发送键。,5
悲愤死我了。,5
都说我是吃货，原来我是从JS走出来的迷路的孩子。,5
站在马路的对面，眼睁睁的看着心仪已久的公交车载着我梦寐的女孩渐渐远去。,5
抓住机会是多么的重要啊！,5
我们分开了。,5
再也不见了吧,5
我第一次用还搓泥- -很杯具啊。。。,5
最近太过脆弱，脆弱到不知如何坚强，外面醉了的朋友，其实我也醉了，我也悲伤，人生走到如此只能说一句，身边的人开心，我也开心了,5
这个月很忙碌，一直觉得自己是强人的我实在撑不下去了！,5
算上纸媒的经历，我是用13年的青春赌注，圆了意气年少的新闻梦想，但最终却当了体制的逃兵。,5
还有一丝不舍的离绪，便是我要向所有给予关心和帮助的领导和同事表达的感恩之情！,5
午夜，我依旧在想你。,5
[泪] 你们都告诉我干嘛呀？,5
我是去SHI呢还是去SHI呢还是去SHI呢……,5
我们感觉特内疚，,5
嗯，先放一放吧[挖鼻屎]刘永好先生我对不住您,5
冤啊！,5
就这么被冤死了！,5
即使爷爷奶奶带那六一还是不完整，起码一家子嘛。,5
也许沭阳并不是那么好，但是总是在回忆中。,5
其实，到了那里，门卫也难让我进去，即使进去，也没有认识的人。,5
物是人非就是这种感受。,5
结果今年再见，晚的多的相似方向公司已做的不错，我和他开玩笑说，如果去年你开干，现在已经是百万用户，数千万美金级别公司了。,5
可惜的是我只在精神领域学得其一身皓然正义，而于实际生活中却未曾习得其丝毫优点。,5
就如我给你发信息，你会偶尔回我，然后干脆不回，渐行渐远。,5
我们都明白，彼此都不会是最后谁的谁。,5
我以为我在你身边多待几秒，你会多想我一点。,5
我以为我拼命地和你说话，你会感觉到我多爱你。,5
#NAME?,5
但是，我错了……,5
哎～,5
面对着望子成龙的父母、应试教育体制束缚下的学校和老师、急功近利的社会心态，这些都让他们很多人在路途中陷于迷失。,5
[抓狂] 纯爷你去哪里了？,5
老婆们找你找得好辛苦！,5
[发嗲] 快点回家！,5
最最杯具的事情还是发生在三八节的早晨，上班时间和几个同事吃拉面时竟然在拉面馆遇见老板了。,5
1987年，离别40年的台胞回到浙江舟山老家，久久未进家门。,5
为毛都过一年了我还是这么不争气………………,5
5.56E+15,5
结果除了包包鞋子，裤子外套全部买大一号！,5
明天要翘班去换码的人你们伤不起！！！,5
可现在，这句话没了，因为老师把孩子又还回来了[伤心] [伤心] [伤心] 。,5
全体学生会嘅成员喺你宿舍楼下用蜡烛为你祈祷……,5
安息吧…,5
你一定会喺天堂过得好好……,5
你永远都系食品学院学生会嘅骄傲！！！,5
目前约有十二亿中国人，一生中严重缺乏自己的时间，他们像机器一样运作，只靠无限的延长工作时间换得生存，他们没有受教育的机会，没有信息，更不用说是判断力，即使是对他们好的主意，他们听不懂也不愿听，他们常被别人说成是低素质，他们自己也说别人低素质，但他们哪里有提升自己的机会？,5
血淋淋的四道红印子看着心疼啊[揉]不会是自己撕衣服时候自己抓开的吧。。。。。,5
[哼] 突然想起件事，我的照片，全都被那个不是人的东西给我删完鸟[可怜] 手机上也没了，啊啊啊啊啊。,5
[生病] 我是有多可怜，有米人可怜可怜我[委屈],5
这注定是一台多债多难的电脑！,5
焦头烂额的日子何时结束，泥菩萨过江，有事情找我的请缓缓，农历456月注定倒霉,5
有些疲劳，时间不够用。,5
然而现在看惯了声色犬马、花言巧语、同床异梦，才发现两个人即使日夜相处、耳鬓厮磨、依然能情投意合才最难得，和一个女人上不够床，男人最大的本事就是爱家。,5
有点遗憾.,5
被逼无奈了……,5
房东决定不再续租房子，到20号我就要无家可归了 [泪] 这段时间又巨忙，完全没有时间去看房，还得出差，咋办啊！,5
想到今晚吃多了、真是惭愧死了！,5
[泪]…,5
看着一幕幕，一字一句，我的心凉了。,5
[委屈],5
[妖怪]高考都木有那么认真阿[感叹号]看的都快抽风了！！,5
姚壮宪(@姚壮宪)姚仙，游戏马上就要发售了，怎么还没有正式的宣传预告片阿？？,5
想想就觉得内牛满面，有木有？,5
[泪],5
比网上买的贵多了~~~[委屈],5
看了贴吧的公告 福建就是没人要的孩子 当初各种恩恩怨怨 不知是真是假 也不想知道 我记得阿七一直是很给力很辛苦的啊 如今好多人都已经离开了 感觉好心酸 但是至少我能相信你们是爱陈翔的吧 哎 又让我想到记忆是有多无奈才做出这个选择 还是当散粉路人好,5
"一切都结束了~把话说清楚的感觉真好~可是那么久了,现在突然说清楚还是有点失落,眼泪就在打转打转打转~~我知道我现在说有点不厚道,都要高考了我还跟你说这种话~不过我相信拖延就是最残忍的拒绝~~我不能对你那么残忍....",5
对不起~,5
即便能活到80岁，人的一生也只有29000天。,5
如果换算成钱，29000元只够交一个本科生4年的学费，或买4个名牌包，或在北京三环内买一平米的房子；,5
如果换算成书，按平均一本500页来算，29000页也只够58本书的厚度，两年的时间就能翻完。,5
人生远没我们想象中那么漫长，一不小心就过完了……,5
要是在女孩子面前有这口才.,5
现在都不知有几房了,5
下午又要去裸考了……,5
相当淡定 相当皮厚……。,5
我的收音机很不给力嘛……,5
听发听发会自动换台的一刚……,5
慢叫听力的时候 它自说自话调到戏剧台去了 那就好别响类……。,5
既然大家都咆哮，我也要低调的咆哮我心中长久以来的痛：我是突变有没有！,5
我妈妈172，爸爸176，我弟弟16岁178，我为毛就160，我不该是矮子有没有！！！！,5
只是忍着吞了回去...[伤心],5
期末焦虑综合症又犯了...,5
无处发泄...,5
已经接近边缘化...,5
教授是虐我心的...,5
TAT,5
昨天晚上吃多了没能关注WWDC，我要忏悔。,5
"之前没有感觉，经过了今天才明白心里有种说不出的滋味，或者是有些许的不舍,,,,,",5
总之觉得挺难过的...,5
做企业真难，在中国做企业，更难。,5
认真地爱过之后，你才领悟，有些爱，的确是不可能的。,5
回覆@刘廷華corn:求上海米帶，我從上海回來後才出版，太過份了．．．． //@刘廷華corn:啊啊啊啊啊啊啊啊啊啊啊 好想要哇 为毛我们这里木有 [抓狂],5
第一次吃，是老妈做的，我，想家了[泪],5
突然间好想哭，好想时间倒流，好想穿越回几年前，好怀念以前学校的时光，回想那教室，那鲜艳的红领巾。,5
在那课堂上吵吵嚷嚷的声音，想念那课间十分钟......,5
有时候不是不懂，只是不想懂；有时候不是不知道，只是不想说出来；有时候不是不明白，而是明白了也不知道该怎么做，于是就保持了沉默。,5
說好的百萬吻呢？？？,5
[抓狂],5
近期好多校友看到中蓝的照片，深表感慨，同时对天井那棵树表示怀念。,5
三亚潜水腿被珊瑚刮破；鼓浪屿日光岩脚被划破；武夷山，手居然被猴子抓破。。。,5
与这个数字社会做的最后一丝抵抗终于灭绝。,5
我多么想和你见一面，看看你最近改变。,5
不再去说从前，只是寒暄，对你说一句，只是说一句，好久不见。,5
我吼啊我吼，怎么也喉不来关注和支持，只有反复吼了－－－－－,5
上半场我那基本没有射门，完全被大米兰压制，看球的时候突然发现今天大米兰首发的两条边路一老一少都曾在我那效力，多赛纳今天明显状态很差，他镇守的左路成了大米兰助攻的对象，下半场换上青训维塔莱算了。。。,5
想减都减不了啊！！！！,5
每晚努力减肥却减不下去的人你伤不起啊！！！OTZ…,5
下午淅淅沥沥地下着雨，头还晕着，骑着单车，听着小歌，哼着小调，从前那种写意的感觉怎么就变了味？,5
只会顿感孤独，一个人一直地骑下去，骑下去......,5
时间是把杀猪刀[啊] [啊] [啊] [啊] (VIA ILOVEPOPONNY),5
我们每天为了别人的观点改变自己，为了别人的认可而拼命努力，为了别人的过错在不断的惩罚自己，所有的所有都是为了别人，为什么不能真正的去体验生命的价值与意义。,5
我发现我可真是赚到了，才活了不过20几年，就碰上了50年一遇的旱灾，100年一遇的洪水，60年一遇的大雪，300年一遇的泥石流，500年一遇的地震，600年一遇的海啸。。。,5
人家轮回转世好几趟都碰不全呀！！,5
又不能陪着她了，还是感觉很遗憾，好在没有妈妈在身边相信她一样可以考出好成绩！,5
请允许我最后一次这样叫你吧!,5
当你看到这封信的时候，我已经离开你了。,5
我知道我以后再也没有机会跟你说这两个字，这是我写给你的最后一封信了，此时此刻我的心如刀割，但为了你的选择我还是要强忍着眼泪写完这封信.,5
　　这几天我们之间发现了一些很不愉快的事，这两天我想了很多，也明白,5
今天估计没有渔船进港，海鲜小摊寥寥无几。???????????????????????????????????????????????????,5
某一天，你的人生中不再有我。,5
你叹气的时候我不会再去安慰你，你难过的时候我不会再陪你一起难过，你心碎的时候我不会再去陪你一起心碎。,5
但我依然希望你过的比我好，希望看到你幸福的过着每一天。,5
那种没机会走出国门的砖家什么的就省省吧噗~~~当然我这种啃家里的穷三代还是默默退下好了|||,5
在戈壁，除了李刚，每一个父亲都是心酸的父亲、屈辱的父亲。,5
对于母亲我唯有心痛的内疚：辛苦一生省吃俭用还留下这么一笔钱给我们，我们又为她付出了什么,5
我算大小拼的要吐血了已经[衰],5
快来个妞来接替我的工作吧~~啊啊啊,5
08年作为主演之一参与拍摄的《变身契约》听说在cctv6已经播了，其实我对自己在其中的表现并不满意，表演去痕迹是个命题啊----努力吧---,5
[泪],5
TQ5很多同学下班蛮准时的，让我很纠结，这不像一个new hire ，前几批NH都是11 点钟才下班的。,5
纠结中,5
92岁老太太强撑着从湖南怀化来武汉看望94岁的生病老姐姐，可惜探亲几天来所拍的珍贵照片全都随着一部相机一起遗失，两位老太太因此精神沮丧。,5
I miss u ....!!,5
曾经每月的2000分钟你我大都不会剩下/如今。。。,5
/你说许久不曾联络下感情了/,5
/我想你已经在心里不知埋怨多少次了，为什么我现在这么冷/,5
我感觉出，也感觉到了/[猪头],5
喂狗的好心人再来喂狗的时候，发现惨剧，立刻拼命的挖，刨。,5
一切都晚了。,5
因为我突然觉得人生不应该过得这么堕落！,5
可是我冷静了一下想到：如果删掉我铁定会后悔 TT TT 我有茫然了,5
女孩子可以在生日，情人节，妇女节，母亲节，七夕，圣诞节以及任何时间她想要都可以收到礼物，男同志只有在生日，父亲节（单身没有）能收到，其他任何时间则负责买礼物...,5
我被领导责备了 他说：我知道你很冤 产品出问题不是你造成的 但就是你的错 因为是你没有督促到位 没有做好充足的准备 好吧 。。。,5
整理完内存后短信息无法显示是什么状况?,5
在所有信息下一片空白，重启拆电池都没用。,5
"仅存的孩子被爱之家义工用500元才救出去,没文化很可怕！",5
我在这边等待，你在哪一方？,5
柔和的灯光，映衬着床的温馨，可是孤独让我早已穿越岁月风霜，却无法穿越生命轮回。,5
看了自己QQ空间一直以来的日志 回忆了一些过往 越来越不明白自己在干什么了 稳定的工作 结婚生子 买车买房……,5
现实的残酷,5
心情有些低落...,5
刚得知闺蜜的父亲走了...,5
很和蔼的一个老人，一路走好[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛],5
搞到一个真相，刘美含和魏晨没有谈恋爱，他们只是互相默默欣赏的那种，原来她喜欢日本w-inds的主唱橘庆太，不喜欢乖乖男，晕。,5
看看我今晚吃了多少东西就能知道我自暴自弃到什么地步＝ ＝两块钱葱油饼，巧克力慕丝，小布丁，正常份量晚饭，半碗拉面，半盆海鲜，现在边等复印边吃M记＝ ＝哪个粉肠说我要减肥的…………,5
近日，锦州女儿河水面惊现大量死鱼，市民从河中所打捞出的死鱼已经堆成堆，这么大的鱼死掉了让人感到可惜。,5
我努力想逃出去、逃出去，遥想那些遥远的麦地、一望无垠的绚烂的金黄，内心充满了宗教般的忧伤。,5
咳，这样子不打光棍才怪。,5
阴功了，我可怜的脚趾最近得罪谁了，前几天弄伤的才刚刚好，今晚又把脚甲几乎踢翻，走路那个痛啊[抓狂]，后天还能去旅行吗？？,5
呜呜！[泪][泪]！！,5
选择今天出去逛街真是个错误的决定。,5
随便一双单鞋都上千。,5
真是越来越买不到东西啊。,5
穷死我吧！！！,5
就这样的六一儿童节我过了六年，唉。,5
感慨一下。,5
自下午听取四律师案会见情况介绍以来，心情一直压抑。,5
这不仅因为杨在新见到律师时的嚎啕大哭，也不为光武律师介绍情况时的悲从中来、难以自抑，更因我中华法治之僵死，尤其为同为法律人之检察官、法官、及律师主管者之僵死，而久难释怀。,5
全国律协、司法部，你能听到被冤囚律师来自看守所的呼喊吗？？,5
我说对不起，你是否就能原谅。,5
也是无法挽回。,5
我们在即将破碎的结局里， 脆弱的缅怀。,5
不是每句对不起， 都能换来没关系。,5
真的好想再见到你。,5
每次梦到你我都在梦里哭，欣喜又悲伤，一遍遍喊着奶奶，别走了。,5
让我再见到你，拿走我的什么都行。,5
我想家里的娘了~,5
理想没了，工作换了，脾气打了，体重沉了，style有追求了，恋人换了，性别没敢变，手机号没变，智商貌似高了不少，身边的人全变了。,5
我心疼亚纶，不想看到那些黑粉对他的攻击，我也心疼飞轮海，你们六年的感情啊，你们是一个团队一个集体才是，加油！,5
我想这也是大多警犬或者特殊工作犬一生的缺憾吧！,5
傻儿纸这辈子在波尔蒂面前就是毫无原则彻彻底底的Loser…,5
波尔蒂如果你还记得曾经和嘟嘟的那些幸福，从此请不要再伤我儿纸。,5
还有可怜的UME杨家坪店的电影票~~,5
可惜啊 可惜···,5
最让我失望的是今天没有青茶只好点了绿茶！,5
但被唐僧收为徒弟后却变成了最菜的，哎可怜沙僧没了地理优势，连勇猛大胆的作风也丢了。,5
我都道歉了呀，十年来你还不了解我么= =,5
要冷战到什么时候呀我说...,5
快点跟我重归于好呀混蛋 = =+,5
当为了领导开会桌上的钢笔摆放是距离茶杯10公分合适还是11公分合适而仔细研究时，当一个民族媚上成瘾时，当百姓之间的冷漠已经成为常态时，那悲凉比死亡更刺痛。,5
日日夜夜 都失眠……,5
什么时候是个头啊？！？！？！,5
[抓狂] 为什么总要承受那么多压力 ……,5
其他衣服都不知道买回来干嘛了.....,5
目前的效果是，以前冷热敏感的牙依旧，刚补上的那颗也开始敏感了！,5
困死我了 写标书都闭着眼睛写了 [抓狂] 我那个困啊 那个困啊 个困啊 困啊 啊……[睡觉] [睡觉],5
貌似凡是有节可过的，基本都是弱势群体；所以像我这样既过儿童节、又过三八节、接下去还要过五四青年节滴，不就是弱势中滴弱势吗?,5
[抓狂][抓狂][抓狂][抓狂][抓狂],5
她们很想我，我也很想她们，我们相约五十岁了还要在意多少男人拜倒在石榴裙下，而不是我的奶粉，我的尿布，我的乖孙。,5
在片中，极为令人感伤的是，很多无家可归的穷困孩子认为是因为自己的存在才导致全家的悲惨境遇。,5
泪奔啊！,5
我还得强忍内伤淡淡的说：嗷是吧……,5
我深受刺激，今天早上一起来就在认真考虑如何才能尽快成为千万、亿万富翁，我从8点25分开始思考，到现在已经10点了还没想出来。。。,5
不幸的是，《逝鸿片羽》和《读库》下单下重了，各多出一本...,5
伤不起啊伤不起...,5
舍不得送人，你叫我当枕头啊！,5
二者都让人崩溃，写论文还没到底,5
在妇女节这天立志将自己的女友变为妇女的、不畏夜晚漆黑不怕春寒寒冷坚守在篮球架下与女人你侬我侬的男人们上辈子都是折翼的天使。,5
在成都动物大会上，这只狗叫大黑是从运去屠宰的路上截下的，现在是AAf狗医生项目的明星犬，去过灾区，老人院，孤儿院，自闭症儿童院，很多小孩子都很喜欢和大黑玩，狗医生项目在网上有很多介绍，好多感人故事:-),5
擦 豆瓣突然给我放这首歌 突然就想起来大学时 夏天和寝室里的各个姑娘一起听朴树 一起看《失乐园》《 咒怨》 的日子 那时候 学校还有水族馆 我们还有服务社 各种聊天 打印 买面包 买饮料。。。。。。,5
如今 我们都离得那么远 我们都有那么久没有说过话了 可是 其实心里还在惦记啊,5
我发现我可真是赚到了，才活了不过20几年，碰上了50年一遇的旱灾，100年一遇的洪水，60年一遇的大雪，300年一遇的泥石流，500年一遇的地震，600年一遇的海啸.....,5
人家轮回转世好几趟都碰不全呀！,5
[衰] 苍天啊！,5
[吐] 不带用这样的方法欺负人的……,5
也不用受罪了……,5
下地铁到AB楼之间应该标示不同的航空公司在哪个候机楼，然而没有；机场到达大厅没有标示，指示在大厅外有标示，来深圳的旅客不了解容易走冤枉路。,5
要撞大运啦，深圳还有很多没有准备好！,5
我再次在心里默念我OUT了~,5
这两年除了旅行和工作我干嘛去了~~,5
我愿意一直一直走下去。,5
在宁波的孩纸伤不起呀！,5
身边总有些人，你看见他整天都开心，率真得像个小孩，人人都羡慕他；其实，你哪里知道：前一秒人后还伤心地流着泪的他，后一秒人前即刻洋溢灿烂笑容。,5
他们其实没有能力独处，夜深人静时，总坐在窗前对着夜空冥想失意的苦楚。,5
他们就像向日葵，向着太阳的正面永远明媚鲜亮，在照不到的背面却将悲伤深藏。,5
只是，这个人在哪？,5
可是这样会很辛苦，不容易幸福。,5
她带些许挑弄的延伸看着我， 没有谁能够告诉我幸福的正确含义，因为幸福只是幻觉。,5
我临走时深情的敬了他一杯，你在里面三年，我在外面，这位仁兄应，咱们缺的不是时间也不是钱，[手套][帅],5
真是一趟辛苦旅程。,5
苦始苦终，昨天早上十点阿里出发，今天早上三点北京到达。,5
"望深沪两市, 割肉赛跑； 中小创业，绿浪滔滔。",5
股民难眠，焦虑通宵， 欲与通胀试比高 。,5
我哭的时候你不在你知道我多想抱着你吗我做噩梦的时候你不在你知道我多想你抱着我吗？,5
我心情不好的时候你不在你知道我多想你安慰我吗我生病的时候你不在你知道我多想你在我身边照顾我吗我睡不着的时候你不在你知道我多想躺在你的怀里入睡吗我想你的时候你不在你知道我多想听你在我耳边说你也很想我吗,5
祖祖，看到你身后的MIFFY，我后悔没买MIFFY给你做生日礼物了！,5
现在想想有点后悔了。。,5
不知道我选给你的礼物你会喜欢不。。[委屈],5
说得我惭愧啊…,5
"里子，当初的""7000万""，只剩下你一个人了。",5
一个月的时间，什么都变的那么快···有点接受不了，可是能怎么，还是要自己默默的承受，也许才能让自己真正的下决定。,5
我是笨笨的，可我知道自己想要什么，尽自己的力量去争取吧，不想让自己后悔,5
"刚才做梦去北京了，梦到和她还有她男朋友碰见竟然发现她男朋友是个没有手的残疾人,我非常心痛是心疼她的感觉,现在我意识到这个梦潜在的含义是不想有男人碰她…",5
我本来觉得已经忘掉她了，为什么还做这样的梦!,5
这一倒下竟永别了他热爱的医师岗位，英年早逝，令人悲痛不已，一直不相信这是事实，苍天怎么没有厚爱好人、好医师！,5
我已经活到人生的中途，不知道还有没有另一个37年。,5
我年轻过，可是不会再年轻了，在余下的日子里，我不可能成为有钱人，不可能成为种马，不可能长到1米9，当不了艺术家、武林大侠和围棋国手。,5
此生像一个越来越小的框子，只能挣扎前行，尽量做好我自己。,5
司机大叔到站了也不叫我[泪] ，自己锁门下车。,5
对不起我也不知道为什么扫成大图就这么糊 希望10个孩子能够早日重新站在一起 别的我真的不知道能说什么了...,5
@LiuBo_sina 诺，之前给你说的我与移动的十日大战，至今未果。,5
自省中。。。,5
偏偏歪密前一个月掉了！！,5
现在谁都联系不上！！,5
真系崩溃了我！！,5
现在在我最需要朋友的时候！！,5
我翻着手机的里仅仅30个人的电话简直想哭了！！,5
[泪],5
再一次为山楂树而心痛，看了两遍书，一遍电影，脑海里总是挥之不去的是老三的面容和他俩之间的故事，这样的故事太伤人了，真的好想去南村坪那棵山楂树下看看，那开着红花的，因为老三而更加鲜艳的山楂树！,5
在马桶饭包围中的J饭才是最伤不起的啊！！！！！,5
愿他安息。,5
世界上最遥远的距离,5
//@笑蜀:世界上最遥远的距离，是你自以为身在祖国，却不知道那却只是他的国。,5
你早已在你的故土上失去了祖国,5
//@燕小云：世界上最遥远的距离不是天涯海角，也不是我就在你身边你却不知道我爱你，世界上最遥远的距离是我身在祖国，却不知道祖国究竟发生了什么事。,5
出医疗事故了，取出右侧睾丸阿鸡就挂了。-_-b……,5
没有大出血没有弄破肺没有弄破消化系统，爷说是它觉得睾丸木了，失去了雄性的尊严，一口气上不来自杀了……,5
555555555555!,5
带着无限同情偷转导师日志：学生的一篇论文近六万字，整整看了两天。,5
可怎么这么落寞呢。。。,5
压力啊！,5
都是年轻人，为什么别人就那么出息啊！,5
[泪] 我就是笑太早了，没能笑到最后，不过现在也没到最后呢不是么？,5
内疚啊！！！！,5
一个大杯的芒果杏仁暴风雪，一个中杯的奥利奥腰果暴风雪，一个甜筒[委屈][委屈][委屈][委屈][委屈][委屈][委屈],5
我可是不吃生冷和高热量的冰淇淋的,5
接近泪奔临界点。。,5
真心觉得伤感，没的盼头了[泪],5
看着一届一届的离开，一批一批的新人注入，感慨时光飞逝之中，也有纷纷的舍不得。,5
不管自己是走还是留，那段已经相伴的时光，真的很难忘记，一起为了活动忙碌奔波，汗水流过，抱怨过。,5
骄傲并心疼着你TTTTT[泪],5
这张照片在网上广泛流传 当这两个孩子长大之后， 能用什么来保证他们所身处的两个阶层的和睦相处？,5
看到这个视频后，[惊哭] 你让我说什么好！！,5
可怜天下父母心，可以想像此刻药家鑫的父母是怎样的伤悲，做为父母，他们怎样努力的想挽救自己孩子的生命，可以理解。,5
药已经为他的罪恶得到了应有的惩罚，这事儿到此为止吧，就别再往他父母的伤口上撒盐了。,5
头先行出阳台，一闪电吓到我用被盖住自己都悟敢郁，明天真的会更好吗？,5
[泪] 体离要好似以前甘日蒲夜蒲先开心到啦！[下雨],5
近期真系流年不利....,5
有的时候是有点野了，喜欢被约的感觉，习惯半夜三更睡觉，今天，觉得冷气太冷，一个人吃饭很没有味道…,5
谁要逗我开心下？,5
老汪我错了我真的错了。。。,5
你不要再祥瑞我了[泪],5
我发现我可真是赚到了，才活了不过20几年，碰上了50年一遇的旱灾，100年一遇的洪水，60年一遇的大雪，300年一遇的泥石流，500年一遇的地震，600年一遇的海啸.....,5
人家轮回转世好几趟都碰不全呀！,5
[泪]我的骁啊，你为什么要穿这件衣服....,5
我买完了以后告诉我妈是学校发的[黑线] 这下可肿么办啊。,5
我想把你就放在这个地方，飙着泪不回头一个人往前走，却又担心你迎不住后面刮来的风！,5
看来我们的缘分将尽。。。。。。。。。。。。。。。。。,5
OS：哎，又是一年一度的高考，犯愁呢...,5
幸福也因远嫁而苍白。,5
每天都坚持让自己微笑，以为这样就证明活得很好，可是遗憾却在心头越压越沉。,5
我是多么会安慰别人的一个人，可对自己呢?,5
我是怎么了?,5
今天悲催的一天 在片场待了一天 就上午拍了一个镜头 下午那场以为可以拍掉就如释重负的和武则天的对手戏 以为今天可以驾驭掉了 结果 不用拍了！！,5
那么冷 那么闷 在片场待了一天 最后灰溜溜的回来了 是有多可怜 不过想想 天天吃吃睡睡 今天就当减肥了 [泪] 明天睡懒觉！,5
早上放时冰箱的时候还凑和，可晚上一吃，结果，太浓了～～～～～～,5
又一个催泪的。。。,5
空屋！！！,5
空屋啊啊啊啊啊！！！！！！！！,5
冷冷的臥室，我看著天花板，一直在等着某某人可以有个电话！,5
或许、她并不爱我！,5
好长时间都失去了主动权，失望...,5
so down!,5
心裡還有個小小的心願，很希望父母能幫我實現，可惜自己已經那麼大，離我的願景越來越遠，所以劉傭說成長是種美麗的痛...,5
可怜的纳岁人！,5
繁华落尽后，我们终究是陌生人了，那漫天的烟花，终究随着流年远逝。,5
细数烟雨，处处落雁是眼泪。,5
像你那么的坚强的远去，做不到。,5
于是便站在失落的国度，看着时光悄悄淹没过额头，最后终于将自己埋葬。,5
当斯内普得知他深爱的莉莉死去的噩耗，他悲痛欲绝，他以为他的世界就此消失，但是他还有未完成的任务——保护莉莉用生命拯救的她唯一的婴孩，哈利波特,5
2临睡前例行的巨大空虚和孤独。,5
外甥嘟囔：就他记不住事儿。,5
阿森纳败了，总体3:4，巴萨晋级。,5
没看比赛现场，但从技术统计上看，确实是实力不行啊……,5
另外范佩西两张黄牌被罚下确实有些不值得……,5
我窘了...,5
而没能在一起，离愁别绪让人惋惜。,5
爱了，珍惜，莫要等失去后追悔莫及。,5
留一段幸福在身边，真爱莫放手_悲伤的句子感悟爱情,5
火焰灭了，泪也流干了，嘉镇师兄也走了。,5
看九州的人你才伤不起啊伤不起！！！！！！,5
"围脖上一只熊确诊肺癌晚期了,生命的长度还有半年。",5
生命有时候渺小无比。,5
阿弥陀佛。,5
但心若是破了，谁来补？,5
奈何！！！,5
辩护人，你还有多少的委屈没有倾诉 杨在新看到从远在千里来为自己提供法律帮助的律师，看到陈光武，张凯。,5
大恸！,5
[伤心]一上学就不幸福啦,5
这破哈伦裤我穿要卡起的啊！！！,5
明天还要赶到釜山去，可怜的穷孩子只能搭五个小时巴士···伤不起啊！！！,5
一点半从单位粗乃现在才看上电影 各种悲勒个催………,5
昨天早上半梦半醒间把《推背图》的下一象给想明白了，本来挺激动的，后来上网一查，好多人想得跟我一样，真没劲。,5
